Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,year
169,Clyde Drexler,1990-91,28,POR,NBA,12.4,82,82,34.8,7.9,16.3,7.1,14.0,0.7,2.3,5.1,6.4,2.6,4.1,6.7,6.0,1.8,0.7,2.8,2.8,21.5,.482,.509,.319,.505,.794,.563,1991
180,Chris Mullin,1990-91,27,GSW,NBA,12.2,82,82,40.4,9.5,17.7,9.0,16.0,0.5,1.6,6.3,7.1,1.7,3.7,5.4,4.0,2.1,0.8,3.0,2.1,25.7,.536,.560,.301,.550,.884,.618,1991
221,Dominique Wilkins,1990-91,31,ATL,NBA,11.4,81,81,38.0,9.5,20.2,8.5,17.2,1.0,3.1,5.9,7.1,3.2,5.8,9.0,3.3,1.5,0.8,2.5,1.9,25.9,.470,.492,.341,.495,.829,.555,1991
309,Patrick Ewing,1990-91,28,NYK,NBA,10.0,81,81,38.3,10.4,20.3,10.4,20.2,0.0,0.1,5.7,7.7,2.4,8.8,11.2,3.0,1.0,3.2,3.6,3.5,26.6,.514,.516,.000,.514,.745,.561,1991
314,Joe Dumars,1990-91,27,DET,NBA,9.9,80,80,38.1,7.8,16.2,7.6,15.6,0.2,0.6,4.6,5.2,0.8,1.6,2.3,5.5,1.1,0.1,2.4,1.7,20.4,.481,.488,.311,.487,.890,.552,1991
367,James Worthy,1990-91,29,LAL,NBA,9.0,78,74,38.6,9.2,18.7,8.8,17.5,0.3,1.2,2.7,3.4,1.4,3.2,4.6,3.5,1.3,0.4,1.6,1.5,21.4,.492,.505,.289,.501,.797,.531,1991
383,Hakeem Olajuwon,1990-91,28,HOU,NBA,8.6,56,50,36.8,8.7,17.1,8.7,17.1,0.0,0.1,3.8,4.9,3.9,9.8,13.8,2.3,2.2,3.9,3.1,3.9,21.2,.508,.510,.000,.508,.769,.549,1991
465,Bernard King,1990-91,34,WSB,NBA,3.5,64,64,37.5,11.1,23.6,11.0,23.0,0.1,0.6,6.0,7.6,1.8,3.2,5.0,4.6,0.9,0.3,4.0,2.9,28.4,.472,.478,.216,.475,.790,.527,1991
19,Michael Jordan,1991-92,28,CHI,NBA,17.7,80,80,38.8,11.8,22.7,11.5,21.5,0.3,1.3,6.1,7.4,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1,.519,.533,.270,.526,.832,.579,1992
60,Karl Malone,1991-92,28,UTA,NBA,15.1,81,81,37.7,9.9,18.7,9.8,18.5,0.0,0.2,8.3,10.7,2.8,8.4,11.2,3.0,1.3,0.6,3.1,2.8,28.0,.526,.530,.176,.527,.778,.599,1992
96,David Robinson,1991-92,26,SAS,NBA,13.9,68,68,37.7,8.7,15.8,8.7,15.7,0.0,0.1,5.8,8.3,3.8,8.4,12.2,2.7,2.3,4.5,2.7,3.2,23.2,.551,.554,.125,.552,.701,.597,1992
118,John Stockton,1991-92,29,UTA,NBA,13.4,82,82,36.6,5.5,11.5,4.5,9.0,1.0,2.5,3.8,4.5,0.8,2.5,3.3,13.7,3.0,0.3,3.5,2.9,15.8,.482,.503,.407,.527,.842,.590,1992
133,Patrick Ewing,1991-92,29,NYK,NBA,13.0,82,82,38.4,9.7,18.6,9.7,18.5,0.0,0.1,4.6,6.2,2.8,8.5,11.2,1.9,1.1,3.0,2.5,3.4,24.0,.522,.523,.167,.522,.738,.563,1992
146,Clyde Drexler,1991-92,29,POR,NBA,12.8,76,76,36.2,9.1,19.4,7.6,15.0,1.5,4.4,5.3,6.6,2.2,4.4,6.6,6.7,1.8,0.9,3.2,3.0,25.0,.470,.510,.337,.509,.794,.560,1992
158,Scottie Pippen,1991-92,26,CHI,NBA,12.7,82,82,38.6,8.4,16.6,8.2,15.6,0.2,1.0,4.0,5.3,2.3,5.4,7.7,7.0,1.9,1.1,3.1,3.0,21.0,.506,.525,.200,.511,.760,.555,1992
164,Dennis Rodman,1991-92,30,DET,NBA,12.6,82,80,40.3,4.2,7.7,3.8,6.5,0.4,1.2,1.0,1.7,6.4,12.3,18.7,2.3,0.8,0.9,1.7,3.0,9.8,.539,.581,.317,.564,.600,.574,1992
173,Charles Barkley,1991-92,28,PHI,NBA,12.3,75,75,38.4,8.3,15.0,7.9,13.2,0.4,1.8,6.1,8.7,3.6,7.5,11.1,4.1,1.8,0.6,3.1,2.6,23.1,.552,.597,.234,.567,.695,.612,1992
197,Brad Daugherty,1991-92,26,CLE,NBA,11.7,73,73,36.2,7.9,13.8,7.9,13.8,0.0,0.0,5.7,7.3,2.6,7.8,10.4,3.6,0.9,1.1,2.5,2.6,21.5,.570,.571,.000,.570,.777,.629,1992
253,Chris Mullin,1991-92,28,GSW,NBA,10.8,81,81,41.3,10.2,19.6,9.5,17.4,0.8,2.2,4.3,5.2,1.6,4.0,5.6,3.5,2.1,0.8,2.5,2.1,25.6,.524,.544,.366,.544,.833,.586,1992
310,Kevin Johnson,1991-92,25,PHO,NBA,10.0,78,78,37.2,6.9,14.4,6.8,13.8,0.1,0.6,5.7,7.1,0.8,3.0,3.7,10.7,1.5,0.3,3.5,2.3,19.7,.479,.490,.217,.484,.807,.561,1992
350,Tim Hardaway,1991-92,25,GSW,NBA,9.2,81,81,41.1,9.1,19.7,7.5,15.0,1.6,4.6,3.7,4.8,1.0,2.8,3.8,10.0,2.0,0.2,3.3,2.6,23.4,.461,.499,.338,.501,.766,.537,1992
358,Mark Price,1991-92,27,CLE,NBA,9.1,72,72,29.7,6.1,12.5,4.7,8.8,1.4,3.6,3.8,4.0,0.5,1.9,2.4,7.4,1.3,0.2,2.2,1.6,17.3,.488,.530,.387,.545,.947,.610,1992
375,Kevin Willis,1991-92,29,ATL,NBA,8.8,81,80,36.6,7.3,15.1,7.2,14.7,0.1,0.5,3.6,4.5,5.2,10.4,15.5,2.1,0.9,0.7,2.4,2.8,18.3,.483,.493,.162,.485,.804,.535,1992
23,Michael Jordan,1992-93,29,CHI,NBA,17.2,78,78,39.3,12.7,25.7,11.7,22.7,1.0,2.9,6.1,7.3,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,.495,.514,.352,.515,.837,.564,1993
43,Hakeem Olajuwon,1992-93,30,HOU,NBA,15.8,82,82,39.5,10.3,19.5,10.3,19.5,0.0,0.1,5.4,7.0,3.5,9.6,13.0,3.5,1.8,4.2,3.2,3.7,26.1,.529,.532,.000,.529,.779,.577,1993
53,Karl Malone,1992-93,29,UTA,NBA,15.4,82,82,37.8,9.7,17.6,9.7,17.4,0.0,0.2,7.5,10.2,2.8,8.4,11.2,3.8,1.5,1.0,2.9,3.2,27.0,.552,.557,.200,.554,.740,.612,1993
76,Charles Barkley,1992-93,29,PHO,NBA,14.4,76,76,37.6,9.4,18.1,8.5,15.2,0.9,2.9,5.9,7.7,3.1,9.1,12.2,5.1,1.6,1.0,3.1,2.6,25.6,.520,.561,.305,.545,.765,.596,1993
123,David Robinson,1992-93,27,SAS,NBA,13.2,82,82,39.2,8.2,16.4,8.2,16.2,0.0,0.2,6.8,9.3,2.8,8.9,11.7,3.7,1.5,3.2,2.9,2.9,23.4,.501,.506,.176,.503,.732,.569,1993
268,Patrick Ewing,1992-93,30,NYK,NBA,10.6,81,81,37.1,9.6,19.1,9.6,19.0,0.0,0.1,4.9,6.9,2.4,9.7,12.1,1.9,0.9,2.0,3.3,3.5,24.2,.503,.504,.143,.503,.719,.546,1993
274,John Stockton,1992-93,30,UTA,NBA,10.6,82,82,34.9,5.3,11.0,4.5,8.7,0.9,2.3,3.6,4.5,0.8,2.1,2.9,12.0,2.4,0.3,3.2,2.7,15.1,.486,.513,.385,.526,.798,.584,1993
283,Dominique Wilkins,1992-93,33,ATL,NBA,10.5,71,70,37.3,10.4,22.3,8.7,17.9,1.7,4.5,7.3,8.8,2.6,4.2,6.8,3.2,1.0,0.4,2.6,1.6,29.9,.468,.490,.380,.506,.828,.570,1993
320,Mark Price,1992-93,28,CLE,NBA,9.8,75,74,31.7,6.4,13.1,4.7,9.2,1.6,3.9,3.9,4.1,0.5,2.2,2.7,8.0,1.2,0.1,2.6,1.4,18.2,.484,.512,.416,.546,.948,.609,1993
328,Larry Johnson,1992-93,23,CHH,NBA,9.6,82,82,40.5,8.9,16.9,8.7,16.0,0.2,0.9,4.1,5.3,3.4,7.1,10.5,4.3,0.6,0.3,2.8,2.3,22.1,.526,.540,.254,.532,.767,.574,1993
338,Derrick Coleman,1992-93,25,NJN,NBA,9.5,76,73,36.3,7.4,16.1,7.1,14.8,0.3,1.3,5.5,6.9,3.3,8.0,11.2,3.6,1.2,1.7,3.2,2.8,20.7,.460,.480,.232,.469,.808,.540,1993
354,Joe Dumars,1992-93,29,DET,NBA,9.1,77,77,40.2,8.8,18.9,7.3,15.0,1.5,3.9,4.5,5.2,0.8,1.1,1.9,4.0,1.0,0.1,1.8,1.8,23.5,.466,.489,.375,.504,.864,.555,1993
385,Scottie Pippen,1992-93,27,CHI,NBA,8.6,81,81,38.6,7.8,16.4,7.5,15.2,0.3,1.1,2.9,4.3,2.5,5.2,7.7,6.3,2.1,0.9,3.0,2.7,18.6,.473,.491,.237,.482,.663,.510,1993
391,Dražen Petrović,1992-93,28,NJN,NBA,8.4,70,67,38.0,8.4,16.2,7.3,13.8,1.1,2.4,4.5,5.2,0.6,2.1,2.7,3.5,1.3,0.2,2.9,3.4,22.3,.518,.529,.449,.551,.870,.605,1993
426,Tim Hardaway,1992-93,26,GSW,NBA,7.5,66,66,39.5,7.9,17.7,6.4,13.0,1.5,4.7,4.1,5.6,0.9,3.1,4.0,10.6,1.8,0.2,3.3,2.3,21.5,.447,.489,.330,.491,.744,.534,1993
4,David Robinson,1993-94,28,SAS,NBA,20.0,80,80,40.5,10.5,20.7,10.4,20.4,0.1,0.4,8.7,11.6,3.0,7.7,10.7,4.8,1.7,3.3,3.2,2.9,29.8,.507,.510,.345,.510,.749,.577,1994
25,Shaquille O'Neal,1993-94,21,ORL,NBA,16.9,81,81,39.8,11.8,19.6,11.8,19.6,0.0,0.0,5.8,10.5,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3,.599,.600,.000,.599,.554,.605,1994
85,Hakeem Olajuwon,1993-94,31,HOU,NBA,14.3,80,80,41.0,11.2,21.2,11.1,20.9,0.1,0.2,4.9,6.8,2.9,9.1,11.9,3.6,1.6,3.7,3.4,3.6,27.3,.528,.529,.421,.530,.716,.565,1994
116,Karl Malone,1993-94,30,UTA,NBA,13.4,82,82,40.6,9.4,18.9,9.3,18.5,0.1,0.4,6.2,9.0,2.9,8.6,11.5,4.0,1.5,1.5,2.9,3.3,25.2,.497,.503,.250,.500,.694,.550,1994
124,John Stockton,1993-94,31,UTA,NBA,13.2,82,82,36.2,5.6,10.6,5.0,8.8,0.6,1.8,3.3,4.1,0.9,2.3,3.1,12.6,2.4,0.3,3.2,2.9,15.1,.528,.570,.322,.555,.805,.608,1994
201,Shawn Kemp,1993-94,24,SEA,NBA,11.7,79,73,32.9,6.7,12.5,6.7,12.5,0.0,0.1,4.6,6.2,3.9,6.8,10.8,2.6,1.8,2.1,3.3,3.9,18.1,.538,.540,.250,.539,.741,.593,1994
231,Scottie Pippen,1993-94,28,CHI,NBA,11.2,72,72,38.3,8.7,17.8,7.8,15.0,0.9,2.7,3.8,5.7,2.4,6.3,8.7,5.6,2.9,0.8,3.2,3.2,22.0,.491,.522,.320,.515,.660,.544,1994
312,Mark Price,1993-94,29,CLE,NBA,10.0,76,73,31.4,6.3,13.2,4.8,9.3,1.6,3.9,3.1,3.5,0.5,2.5,3.0,7.8,1.4,0.1,2.5,1.2,17.3,.478,.511,.397,.536,.888,.586,1994
313,Derrick Coleman,1993-94,26,NJN,NBA,9.9,77,77,36.1,7.0,15.7,6.5,14.1,0.5,1.6,5.7,7.4,3.4,7.9,11.3,3.4,0.9,1.8,2.7,2.7,20.2,.447,.462,.314,.463,.774,.534,1994
344,Gary Payton,1993-94,25,SEA,NBA,9.3,82,82,35.1,7.1,14.1,6.9,13.5,0.2,0.7,2.0,3.4,1.3,2.0,3.3,6.0,2.3,0.2,2.1,2.8,16.5,.504,.515,.278,.510,.595,.526,1994
371,Charles Barkley,1993-94,30,PHO,NBA,8.8,65,65,35.4,8.0,16.1,7.2,13.4,0.7,2.7,4.9,7.0,3.0,8.1,11.2,4.6,1.6,0.6,3.2,2.5,21.6,.495,.541,.270,.518,.704,.563,1994
379,Kevin Johnson,1993-94,27,PHO,NBA,8.7,67,67,36.6,7.1,14.6,7.0,14.2,0.1,0.4,5.7,6.9,0.8,1.7,2.5,9.5,1.9,0.1,3.5,1.9,20.0,.487,.494,.222,.490,.819,.566,1994
392,Dominique Wilkins,1993-94,34,TOT,NBA,8.4,74,74,35.6,9.4,21.5,8.3,17.5,1.1,4.0,6.0,7.1,2.5,4.0,6.5,2.3,1.2,0.4,2.3,1.7,26.0,.440,.474,.288,.466,.847,.529,1994
408,Latrell Sprewell,1993-94,23,GSW,NBA,8.0,82,82,43.1,7.5,17.3,5.8,12.5,1.7,4.8,4.3,5.6,1.0,3.9,4.9,4.7,2.2,0.9,2.8,1.9,21.0,.433,.460,.361,.482,.774,.532,1994
446,Mitch Richmond,1993-94,28,SAC,NBA,6.4,78,78,37.1,8.1,18.3,6.5,14.3,1.6,4.0,5.5,6.6,0.9,2.8,3.7,4.0,1.3,0.2,2.8,2.7,23.4,.445,.455,.407,.489,.834,.551,1994
21,David Robinson,1994-95,29,SAS,NBA,17.5,81,81,38.0,9.7,18.4,9.7,18.1,0.1,0.2,8.1,10.5,2.9,7.9,10.8,2.9,1.7,3.2,2.9,2.8,27.6,.530,.533,.300,.532,.774,.602,1995
88,Shaquille O'Neal,1994-95,22,ORL,NBA,14.0,79,79,37.0,11.8,20.2,11.8,20.1,0.0,0.1,5.8,10.8,4.2,7.3,11.4,2.7,0.9,2.4,2.6,3.3,29.3,.583,.585,.000,.583,.533,.588,1995
97,John Stockton,1994-95,32,UTA,NBA,13.9,82,82,35.0,5.2,9.6,4.0,6.9,1.2,2.8,3.0,3.7,0.7,2.4,3.1,12.3,2.4,0.3,3.3,2.6,14.7,.542,.580,.449,.607,.804,.651,1995
101,Karl Malone,1994-95,31,UTA,NBA,13.8,82,82,38.1,10.1,18.9,10.0,18.4,0.1,0.5,6.3,8.5,1.9,8.7,10.6,3.5,1.6,1.0,2.9,3.3,26.7,.536,.543,.268,.540,.742,.590,1995
145,Detlef Schrempf,1994-95,32,SEA,NBA,12.9,82,82,35.2,6.4,12.2,5.2,10.0,1.1,2.2,5.3,6.4,1.6,4.5,6.2,3.8,1.1,0.4,2.1,3.1,19.2,.523,.525,.514,.569,.839,.641,1995
196,Scottie Pippen,1994-95,29,CHI,NBA,11.8,79,79,38.2,8.0,16.7,6.6,12.7,1.4,4.0,4.0,5.6,2.2,5.9,8.1,5.2,2.9,1.1,3.4,3.0,21.4,.480,.523,.345,.522,.716,.559,1995
198,Clyde Drexler,1994-95,32,TOT,NBA,11.7,76,75,35.9,7.5,16.3,5.6,10.9,1.9,5.4,4.8,5.8,2.0,4.3,6.3,4.8,1.8,0.6,2.4,2.7,21.8,.461,.511,.360,.521,.824,.577,1995
202,Gary Payton,1994-95,26,SEA,NBA,11.7,82,82,36.8,8.4,16.4,7.5,13.6,0.9,2.8,3.0,4.2,1.3,2.1,3.4,7.1,2.5,0.2,2.5,2.5,20.6,.509,.553,.302,.535,.716,.564,1995
219,Reggie Miller,1994-95,29,IND,NBA,11.4,81,81,32.9,6.2,13.5,3.8,7.7,2.4,5.8,4.7,5.3,0.4,2.2,2.6,3.0,1.2,0.2,1.9,1.9,19.6,.462,.498,.415,.552,.897,.620,1995
261,Anfernee Hardaway,1994-95,23,ORL,NBA,10.7,77,77,37.7,7.6,14.8,6.5,11.6,1.1,3.2,4.6,6.0,1.8,2.6,4.4,7.2,1.7,0.3,3.4,2.1,20.9,.512,.558,.349,.550,.769,.599,1995
263,Hakeem Olajuwon,1994-95,32,HOU,NBA,10.7,72,72,39.6,11.1,21.5,11.0,21.2,0.0,0.2,5.6,7.5,2.4,8.4,10.8,3.5,1.8,3.4,3.3,3.5,27.8,.517,.520,.188,.517,.756,.563,1995
266,Charles Barkley,1994-95,31,PHO,NBA,10.6,68,66,35.0,8.1,16.8,7.1,13.6,1.1,3.2,5.6,7.5,3.0,8.1,11.1,4.1,1.6,0.7,2.2,3.0,23.0,.486,.521,.338,.518,.748,.572,1995
271,Shawn Kemp,1994-95,25,SEA,NBA,10.6,82,79,32.7,6.6,12.2,6.6,12.1,0.0,0.1,5.3,7.1,3.9,7.0,10.9,1.8,1.2,1.5,3.2,4.1,18.7,.547,.548,.286,.548,.749,.610,1995
407,Mitch Richmond,1994-95,29,SAC,NBA,8.0,82,82,38.7,8.1,18.3,6.2,13.1,1.9,5.2,4.6,5.4,0.8,3.5,4.4,3.8,1.1,0.4,2.9,2.8,22.8,.446,.477,.368,.498,.843,.551,1995
455,Dennis Rodman,1994-95,33,SAS,NBA,5.8,49,26,32.0,2.8,4.9,2.8,4.9,0.0,0.0,1.5,2.3,5.6,11.2,16.8,2.0,0.6,0.5,2.0,3.2,7.1,.571,.576,.000,.571,.676,.604,1995
1,Michael Jordan,1995-96,32,CHI,NBA,20.4,82,82,37.7,11.2,22.6,9.8,19.4,1.4,3.2,6.7,8.0,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4,.495,.506,.427,.525,.834,.582,1996
15,David Robinson,1995-96,30,SAS,NBA,18.3,82,82,36.8,8.7,16.8,8.6,16.7,0.0,0.1,7.6,10.0,3.9,8.3,12.2,3.0,1.4,3.3,2.3,3.2,25.0,.516,.517,.333,.517,.761,.589,1996
59,Karl Malone,1995-96,32,UTA,NBA,15.1,82,82,38.0,9.6,18.5,9.4,18.0,0.2,0.5,6.2,8.6,2.1,7.7,9.8,4.2,1.7,0.7,2.4,3.0,25.7,.519,.522,.400,.524,.723,.575,1996
78,Anfernee Hardaway,1995-96,24,ORL,NBA,14.4,82,82,36.8,7.6,14.8,6.5,11.4,1.1,3.5,5.4,7.1,1.6,2.7,4.3,7.1,2.0,0.5,2.8,2.0,21.7,.513,.573,.314,.549,.767,.605,1996
134,John Stockton,1995-96,33,UTA,NBA,13.0,82,82,35.5,5.4,10.0,4.2,7.2,1.2,2.7,2.9,3.4,0.7,2.1,2.8,11.2,1.7,0.2,3.0,2.5,14.7,.538,.582,.422,.596,.830,.642,1996
175,Scottie Pippen,1995-96,30,CHI,NBA,12.3,77,77,36.7,7.3,15.8,5.4,10.6,1.9,5.2,2.9,4.2,2.0,4.5,6.4,5.9,1.7,0.7,2.7,2.6,19.4,.463,.507,.374,.525,.679,.551,1996
200,Grant Hill,1995-96,23,DET,NBA,11.7,80,80,40.8,7.1,15.3,7.0,14.9,0.1,0.3,6.1,8.1,1.6,8.2,9.8,6.9,1.3,0.6,3.3,3.0,20.2,.462,.468,.192,.464,.751,.537,1996
216,Gary Payton,1995-96,27,SEA,NBA,11.5,81,81,39.0,7.6,15.8,6.4,12.1,1.2,3.7,2.8,3.8,1.3,2.9,4.2,7.5,2.9,0.2,3.2,2.7,19.3,.484,.532,.328,.523,.748,.554,1996
228,Shawn Kemp,1995-96,26,SEA,NBA,11.2,79,76,33.3,6.7,11.9,6.6,11.7,0.1,0.2,6.2,8.4,3.5,7.9,11.4,2.2,1.2,1.6,4.0,3.8,19.6,.561,.563,.417,.564,.742,.631,1996
278,Charles Barkley,1995-96,32,PHO,NBA,10.5,71,71,37.1,8.2,16.3,7.5,13.9,0.7,2.5,6.2,8.0,3.4,8.1,11.6,3.7,1.6,0.8,3.1,2.9,23.2,.500,.539,.280,.521,.777,.585,1996
292,Reggie Miller,1995-96,30,IND,NBA,10.3,76,76,34.5,6.6,14.0,4.4,8.6,2.2,5.4,5.7,6.6,0.5,2.3,2.8,3.3,1.0,0.2,2.5,2.3,21.1,.473,.512,.410,.552,.863,.625,1996
323,Hakeem Olajuwon,1995-96,33,HOU,NBA,9.7,72,72,38.8,10.7,20.8,10.6,20.6,0.0,0.2,5.5,7.6,2.4,8.4,10.9,3.6,1.6,2.9,3.4,3.4,26.9,.514,.517,.214,.515,.724,.558,1996
346,Mitch Richmond,1995-96,30,SAC,NBA,9.3,81,81,36.4,7.5,16.9,4.8,10.5,2.8,6.4,5.2,6.1,0.7,2.7,3.3,3.1,1.5,0.2,2.7,2.9,23.1,.447,.453,.437,.529,.866,.591,1996
440,Shaquille O'Neal,1995-96,23,ORL,NBA,6.9,54,52,36.0,11.0,19.1,10.9,19.1,0.0,0.0,4.6,9.5,3.4,7.7,11.0,2.9,0.6,2.1,2.9,3.6,26.6,.573,.573,.500,.574,.487,.570,1996
457,Juwan Howard,1995-96,22,WSB,NBA,5.6,81,81,40.7,9.0,18.5,9.0,18.4,0.0,0.2,3.9,5.3,2.3,5.8,8.1,4.4,0.8,0.5,3.7,3.3,22.1,.489,.490,.308,.490,.749,.530,1996
13,Michael Jordan,1996-97,33,CHI,NBA,18.3,82,82,37.9,11.2,23.1,9.9,19.5,1.4,3.6,5.9,7.0,1.4,4.5,5.9,4.3,1.7,0.5,2.0,1.9,29.6,.486,.507,.374,.516,.833,.567,1997
26,Karl Malone,1996-97,33,UTA,NBA,16.7,82,82,36.6,10.5,19.2,10.5,19.0,0.0,0.2,6.4,8.4,2.4,7.5,9.9,4.5,1.4,0.6,2.8,2.6,27.4,.550,.555,.000,.550,.755,.600,1997
68,Grant Hill,1996-97,24,DET,NBA,14.6,80,80,39.3,7.8,15.7,7.7,15.3,0.1,0.4,5.6,7.9,1.5,7.5,9.0,7.3,1.8,0.6,3.2,2.3,21.4,.496,.502,.303,.500,.711,.556,1997
110,John Stockton,1996-97,34,UTA,NBA,13.6,82,82,35.3,5.1,9.3,4.1,7.1,0.9,2.2,3.4,4.0,0.5,2.2,2.8,10.5,2.0,0.2,3.0,2.4,14.4,.548,.587,.422,.598,.846,.656,1997
127,Scottie Pippen,1996-97,31,CHI,NBA,13.1,82,82,37.7,7.9,16.7,6.0,11.5,1.9,5.2,2.5,3.5,2.0,4.5,6.5,5.7,1.9,0.5,2.6,2.6,20.2,.474,.522,.368,.531,.701,.554,1997
138,Tim Hardaway,1996-97,30,MIA,NBA,12.9,81,81,38.7,7.1,17.1,4.6,9.8,2.5,7.3,3.6,4.5,0.6,2.8,3.4,8.6,1.9,0.1,2.8,2.0,20.3,.415,.469,.344,.489,.799,.532,1997
143,Gary Payton,1996-97,28,SEA,NBA,12.9,82,82,39.2,8.6,18.1,7.2,13.4,1.5,4.6,3.1,4.3,1.3,3.3,4.6,7.1,2.4,0.2,2.6,2.5,21.8,.476,.533,.313,.517,.715,.545,1997
218,Anthony Mason,1996-97,30,CHH,NBA,11.4,73,73,43.1,5.9,11.3,5.9,11.3,0.0,0.0,4.4,5.9,2.5,8.8,11.4,5.7,1.0,0.5,2.3,2.8,16.2,.525,.526,.333,.525,.745,.585,1997
256,Glen Rice,1996-97,29,CHH,NBA,10.8,79,78,42.6,9.1,19.2,6.5,13.6,2.6,5.6,5.9,6.8,0.8,3.2,4.0,2.0,0.9,0.3,2.2,2.4,26.8,.477,.480,.470,.546,.867,.605,1997
257,Mitch Richmond,1996-97,31,SAC,NBA,10.8,81,81,38.6,8.9,19.5,6.3,13.6,2.5,5.9,5.6,6.6,0.7,3.2,3.9,4.2,1.5,0.3,2.9,2.6,25.9,.454,.466,.428,.519,.861,.578,1997
319,Patrick Ewing,1996-97,34,NYK,NBA,9.8,78,78,37.0,8.4,17.2,8.4,17.1,0.0,0.1,5.6,7.5,2.2,8.4,10.7,2.0,0.9,2.4,3.4,3.2,22.4,.488,.490,.222,.489,.754,.548,1997
357,Hakeem Olajuwon,1996-97,34,HOU,NBA,9.1,78,78,36.6,9.3,18.3,9.3,18.1,0.1,0.2,4.5,5.7,2.2,7.0,9.2,3.0,1.5,2.2,3.6,3.2,23.2,.510,.512,.313,.512,.787,.558,1997
393,Vin Baker,1996-97,25,MIL,NBA,8.3,78,78,40.5,8.1,16.0,7.9,15.3,0.2,0.7,4.6,6.7,3.4,6.9,10.3,2.7,1.0,1.4,3.1,3.5,21.0,.505,.515,.278,.511,.687,.553,1997
399,Anfernee Hardaway,1996-97,25,ORL,NBA,8.1,59,59,37.6,7.1,15.9,5.7,11.4,1.4,4.5,4.8,5.8,1.4,3.1,4.5,5.6,1.6,0.6,2.5,2.1,20.5,.447,.499,.318,.493,.820,.554,1997
406,Shaquille O'Neal,1996-97,24,LAL,NBA,8.0,51,51,38.1,10.8,19.4,10.8,19.4,0.0,0.1,4.5,9.4,3.8,8.7,12.5,3.1,0.9,2.9,2.9,3.5,26.2,.557,.559,.000,.557,.484,.556,1997
30,Karl Malone,1997-98,34,UTA,NBA,16.4,81,81,37.4,9.6,18.2,9.6,18.1,0.0,0.1,7.8,10.2,2.3,8.0,10.3,3.9,1.2,0.9,3.0,2.9,27.0,.530,.531,.333,.531,.761,.597,1998
42,Michael Jordan,1997-98,34,CHI,NBA,15.8,82,82,38.8,10.7,23.1,10.4,21.5,0.4,1.5,6.9,8.8,1.6,4.2,5.8,3.5,1.7,0.5,2.3,1.8,28.7,.465,.482,.238,.473,.784,.533,1998
102,David Robinson,1997-98,32,SAS,NBA,13.8,73,73,33.7,7.5,14.6,7.4,14.5,0.0,0.1,6.6,9.0,3.3,7.3,10.6,2.7,0.9,2.6,2.8,2.8,21.6,.511,.512,.250,.511,.735,.581,1998
147,Tim Duncan,1997-98,21,SAS,NBA,12.8,82,82,39.1,8.6,15.7,8.6,15.6,0.0,0.1,3.9,5.9,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1,.549,.553,.000,.549,.662,.577,1998
166,Gary Payton,1997-98,29,SEA,NBA,12.5,82,82,38.4,7.1,15.6,5.4,10.7,1.6,4.8,3.4,4.6,0.9,3.6,4.6,8.3,2.3,0.2,2.8,2.4,19.2,.453,.505,.338,.505,.744,.544,1998
188,Reggie Miller,1997-98,32,IND,NBA,12.0,81,81,34.5,6.4,13.3,4.3,8.6,2.0,4.7,4.7,5.4,0.6,2.3,2.9,2.1,1.0,0.1,1.6,1.8,19.5,.477,.504,.429,.553,.868,.619,1998
199,Tim Hardaway,1997-98,31,MIA,NBA,11.7,81,81,37.4,6.9,16.0,5.0,10.5,1.9,5.5,3.2,4.1,0.6,3.1,3.7,8.3,1.7,0.2,2.8,2.5,18.9,.431,.472,.351,.490,.781,.530,1998
254,Dikembe Mutombo,1997-98,31,ATL,NBA,10.8,82,82,35.6,4.9,9.1,4.9,9.1,0.0,0.0,3.7,5.5,3.4,8.0,11.4,1.0,0.4,3.4,2.0,3.1,13.4,.537,.537,,.537,.670,.584,1998
284,Vin Baker,1997-98,26,SEA,NBA,10.4,82,82,35.9,7.7,14.2,7.7,14.1,0.0,0.1,3.8,6.4,3.5,4.5,8.0,1.9,1.1,1.0,2.1,3.4,19.2,.542,.545,.143,.543,.591,.564,1998
297,Grant Hill,1997-98,25,DET,NBA,10.2,81,81,40.7,7.6,16.8,7.6,16.5,0.0,0.3,5.9,8.0,1.1,6.5,7.7,6.8,1.8,0.7,3.5,2.4,21.1,.452,.457,.143,.453,.740,.520,1998
299,Shaquille O'Neal,1997-98,25,LAL,NBA,10.2,60,57,36.3,11.2,19.1,11.2,19.1,0.0,0.0,6.0,11.4,3.5,7.9,11.4,2.4,0.7,2.4,2.9,3.2,28.3,.584,.584,,.584,.527,.587,1998
