Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,year
20,Dirk Nowitzki,2005-06,27,DAL,NBA,17.7,81,81,38.1,9.3,19.3,7.9,16.0,1.4,3.3,6.7,7.4,1.4,7.6,9.0,2.8,0.7,1.0,1.9,2.0,26.6,.480,.496,.406,.515,.901,.589,2006
31,LeBron James,2005-06,21,CLE,NBA,16.3,79,79,42.5,11.1,23.1,9.5,18.3,1.6,4.8,7.6,10.3,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,.480,.518,.335,.515,.738,.568,2006
49,Chauncey Billups,2005-06,29,DET,NBA,15.5,81,81,36.1,5.2,12.5,3.0,7.2,2.3,5.2,5.7,6.4,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.5,.418,.407,.433,.509,.894,.602,2006
54,Kobe Bryant,2005-06,27,LAL,NBA,15.3,80,80,41.0,12.2,27.2,10.0,20.7,2.3,6.5,8.7,10.2,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,.450,.482,.347,.491,.850,.559,2006
65,Elton Brand,2005-06,26,LAC,NBA,14.8,79,79,39.2,9.6,18.2,9.6,18.1,0.0,0.0,5.6,7.2,3.0,7.0,10.0,2.6,1.0,2.5,2.2,2.9,24.7,.527,.527,.333,.527,.775,.580,2006
69,Shawn Marion,2005-06,27,PHO,NBA,14.6,81,81,40.3,8.8,16.9,7.7,13.3,1.2,3.6,3.0,3.7,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,.525,.577,.331,.560,.809,.591,2006
81,Dwyane Wade,2005-06,24,MIA,NBA,14.4,75,75,38.6,9.3,18.8,9.1,17.8,0.2,1.0,8.4,10.7,1.4,4.3,5.7,6.7,1.9,0.8,3.6,2.9,27.2,.495,.513,.171,.499,.783,.577,2006
107,Gilbert Arenas,2005-06,24,WAS,NBA,13.6,80,80,42.3,9.3,20.9,6.8,14.1,2.5,6.8,8.2,10.0,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,.447,.485,.369,.507,.820,.581,2006
170,Steve Nash,2005-06,31,PHO,NBA,12.4,79,79,35.4,6.8,13.4,4.9,9.0,1.9,4.3,3.3,3.5,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,.512,.548,.439,.583,.921,.632,2006
250,Tim Duncan,2005-06,29,SAS,NBA,10.8,80,80,34.8,7.2,14.8,7.2,14.8,0.0,0.1,4.2,6.7,2.9,8.1,11.0,3.2,0.9,2.0,2.5,2.7,18.6,.484,.485,.400,.485,.629,.523,2006
270,Allen Iverson,2005-06,30,PHI,NBA,10.6,72,72,43.1,11.3,25.3,10.3,22.2,1.0,3.1,9.4,11.5,0.6,2.6,3.2,7.4,1.9,0.1,3.4,1.7,33.0,.447,.465,.323,.467,.814,.543,2006
307,Ben Wallace,2005-06,31,DET,NBA,10.1,82,82,35.2,2.9,5.7,2.9,5.6,0.0,0.0,1.5,3.6,3.7,7.6,11.3,1.9,1.8,2.2,1.1,2.0,7.3,.510,.514,.000,.510,.416,.501,2006
340,Carmelo Anthony,2005-06,21,DEN,NBA,9.4,80,80,36.8,9.5,19.7,9.0,17.8,0.5,1.9,7.2,8.9,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,.481,.506,.243,.493,.808,.563,2006
382,Yao Ming,2005-06,25,HOU,NBA,8.6,57,57,34.2,8.2,15.8,8.2,15.8,0.0,0.0,5.9,6.9,2.6,7.6,10.2,1.5,0.5,1.6,2.6,3.4,22.3,.519,.519,.000,.519,.853,.592,2006
451,Shaquille O'Neal,2005-06,33,MIA,NBA,6.2,59,58,30.6,8.1,13.6,8.1,13.6,0.0,0.0,3.7,8.0,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0,.600,.600,,.600,.469,.586,2006
32,Dirk Nowitzki,2006-07,28,DAL,NBA,16.3,78,78,36.2,8.6,17.2,7.7,15.0,0.9,2.2,6.4,7.1,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,.502,.515,.416,.529,.904,.605,2007
105,LeBron James,2006-07,22,CLE,NBA,13.7,78,78,40.9,9.9,20.8,8.6,16.8,1.3,4.0,6.3,9.0,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2,27.3,.476,.513,.319,.507,.698,.552,2007
130,Kobe Bryant,2006-07,28,LAL,NBA,13.0,77,77,40.8,10.6,22.8,8.8,17.6,1.8,5.2,8.7,10.0,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,.463,.497,.344,.502,.868,.580,2007
132,Tim Duncan,2006-07,30,SAS,NBA,13.0,80,80,34.1,7.7,14.1,7.7,14.0,0.0,0.1,4.5,7.1,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0,.546,.550,.111,.547,.637,.579,2007
162,Steve Nash,2006-07,32,PHO,NBA,12.6,76,76,35.3,6.8,12.8,4.8,8.3,2.1,4.5,2.9,3.3,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,.532,.575,.455,.613,.899,.654,2007
217,Chauncey Billups,2006-07,30,DET,NBA,11.4,70,70,36.2,5.0,11.6,3.4,7.1,1.6,4.5,5.5,6.2,0.3,3.1,3.4,7.2,1.2,0.2,2.0,2.3,17.0,.427,.479,.345,.494,.883,.591,2007
232,Amar'e Stoudemire,2006-07,24,PHO,NBA,11.2,82,78,32.8,7.4,12.9,7.4,12.8,0.0,0.0,5.6,7.1,2.7,6.9,9.6,1.0,1.0,1.3,2.8,3.6,20.4,.575,.577,.000,.575,.781,.637,2007
249,Gilbert Arenas,2006-07,25,WAS,NBA,10.8,74,73,39.8,8.7,20.9,6.0,13.0,2.8,7.9,8.2,9.7,0.8,3.7,4.6,6.0,1.9,0.2,3.2,3.4,28.4,.418,.459,.351,.484,.844,.565,2007
260,Kevin Garnett,2006-07,30,MIN,NBA,10.7,76,76,39.4,8.4,17.6,8.2,16.9,0.2,0.7,5.5,6.6,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4,.476,.487,.214,.480,.835,.546,2007
322,Dwight Howard,2006-07,21,ORL,NBA,9.7,82,82,36.9,6.4,10.6,6.4,10.6,0.0,0.0,4.8,8.1,3.5,8.8,12.3,1.9,0.9,1.9,3.9,3.0,17.6,.603,.603,.500,.603,.586,.619,2007
325,Chris Bosh,2006-07,22,TOR,NBA,9.6,69,69,38.5,7.9,15.9,7.7,15.3,0.2,0.5,6.7,8.6,2.7,8.0,10.7,2.5,0.6,1.3,2.6,2.4,22.6,.496,.501,.343,.502,.785,.577,2007
373,Dwyane Wade,2006-07,25,MIA,NBA,8.8,51,50,37.9,9.3,18.9,8.8,17.3,0.4,1.5,8.5,10.5,1.0,3.7,4.7,7.5,2.1,1.2,4.2,2.3,27.4,.491,.511,.266,.502,.807,.583,2007
381,Tracy McGrady,2006-07,27,HOU,NBA,8.6,71,71,35.8,9.0,20.8,7.2,15.5,1.8,5.4,4.9,6.9,0.8,4.5,5.3,6.5,1.3,0.5,3.0,1.9,24.6,.431,.466,.331,.474,.707,.515,2007
429,Yao Ming,2006-07,26,HOU,NBA,7.4,48,48,33.8,8.8,17.1,8.8,17.0,0.0,0.0,7.4,8.6,2.1,7.3,9.4,2.0,0.4,2.0,3.5,3.3,25.0,.516,.518,.000,.516,.862,.601,2007
431,Carmelo Anthony,2006-07,22,DEN,NBA,7.3,65,65,38.2,10.6,22.4,10.0,20.1,0.6,2.3,7.1,8.7,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9,.476,.499,.268,.489,.808,.552,2007
18,Chris Paul,2007-08,22,NOH,NBA,17.8,80,80,37.6,7.9,16.1,6.7,13.0,1.2,3.1,4.2,4.9,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3,21.1,.488,.516,.369,.524,.851,.576,2008
57,LeBron James,2007-08,23,CLE,NBA,15.2,75,74,40.4,10.6,21.9,9.1,17.1,1.5,4.8,7.3,10.3,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30.0,.484,.531,.315,.518,.712,.568,2008
71,Amar'e Stoudemire,2007-08,25,PHO,NBA,14.6,79,79,33.9,9.0,15.3,9.0,14.9,0.1,0.4,7.0,8.7,2.3,6.8,9.1,1.5,0.8,2.1,2.2,3.7,25.2,.590,.601,.161,.592,.805,.656,2008
98,Kobe Bryant,2007-08,29,LAL,NBA,13.8,82,82,38.9,9.5,20.6,7.6,15.5,1.8,5.1,7.6,9.0,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,.459,.490,.361,.503,.840,.576,2008
137,Kevin Garnett,2007-08,31,BOS,NBA,12.9,71,71,32.8,7.5,13.9,7.5,13.8,0.0,0.2,3.8,4.7,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8,.539,.545,.000,.539,.801,.588,2008
139,Dwight Howard,2007-08,22,ORL,NBA,12.9,82,82,37.7,7.1,11.9,7.1,11.8,0.0,0.0,6.5,10.9,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,.599,.601,.000,.599,.590,.619,2008
142,Dirk Nowitzki,2007-08,29,DAL,NBA,12.9,77,77,36.0,8.2,17.1,7.2,14.2,1.0,2.9,6.2,7.1,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,.479,.504,.359,.510,.879,.585,2008
172,Paul Pierce,2007-08,30,BOS,NBA,12.4,80,80,35.9,6.4,13.7,4.6,9.2,1.8,4.6,5.1,6.1,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5,19.6,.464,.499,.392,.529,.843,.599,2008
225,Deron Williams,2007-08,23,UTA,NBA,11.3,82,82,37.3,6.9,13.6,5.9,11.1,1.0,2.6,4.0,5.0,0.4,2.5,3.0,10.5,1.1,0.3,3.4,2.4,18.8,.507,.533,.395,.544,.803,.595,2008
234,Tim Duncan,2007-08,31,SAS,NBA,11.1,78,78,34.0,7.5,15.1,7.5,15.1,0.0,0.1,4.3,5.9,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,.497,.498,.000,.497,.730,.546,2008
235,Manu Ginóbili,2007-08,30,SAS,NBA,11.1,74,23,31.1,6.1,13.3,4.0,8.0,2.1,5.3,5.1,6.0,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3,19.5,.460,.499,.401,.540,.860,.612,2008
279,Steve Nash,2007-08,33,PHO,NBA,10.5,81,81,34.3,6.0,11.9,3.8,7.2,2.2,4.7,2.7,3.0,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,.504,.527,.470,.597,.906,.641,2008
295,Carlos Boozer,2007-08,26,UTA,NBA,10.2,81,81,34.9,8.8,16.0,8.8,16.0,0.0,0.0,3.6,4.9,2.4,8.0,10.4,2.9,1.2,0.5,2.6,3.6,21.1,.547,.547,.000,.547,.738,.581,2008
395,Yao Ming,2007-08,27,HOU,NBA,8.3,55,55,37.2,7.9,15.5,7.9,15.5,0.0,0.0,6.3,7.4,3.1,7.7,10.8,2.3,0.5,2.0,3.3,3.1,22.0,.507,.508,.000,.507,.850,.587,2008
454,Tracy McGrady,2007-08,28,HOU,NBA,5.8,66,62,37.0,8.3,19.8,7.0,15.3,1.3,4.5,3.7,5.4,0.6,4.5,5.1,5.9,1.0,0.5,2.4,1.4,21.6,.419,.457,.292,.452,.684,.487,2008
2,LeBron James,2008-09,24,CLE,NBA,20.3,81,81,37.7,9.7,19.9,8.1,15.2,1.6,4.7,7.3,9.4,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7,28.4,.489,.535,.344,.530,.780,.591,2009
14,Chris Paul,2008-09,23,NOH,NBA,18.3,78,78,38.5,8.1,16.1,7.3,13.8,0.8,2.3,5.8,6.7,0.9,4.7,5.5,11.0,2.8,0.1,3.0,2.7,22.8,.503,.525,.364,.528,.868,.599,2009
67,Dwyane Wade,2008-09,27,MIA,NBA,14.7,79,79,38.6,10.8,22.0,9.7,18.5,1.1,3.5,7.5,9.8,1.1,3.9,5.0,7.5,2.2,1.3,3.4,2.3,30.2,.491,.524,.317,.516,.765,.574,2009
92,Pau Gasol,2008-09,28,LAL,NBA,13.9,81,81,37.0,7.3,12.9,7.3,12.9,0.0,0.0,4.2,5.4,3.2,6.4,9.6,3.5,0.6,1.0,1.9,2.1,18.9,.567,.567,.500,.567,.781,.617,2009
100,Dwight Howard,2008-09,23,ORL,NBA,13.8,79,79,35.7,7.1,12.4,7.1,12.4,0.0,0.0,6.4,10.7,4.3,9.6,13.8,1.4,1.0,2.9,3.0,3.4,20.6,.572,.573,.000,.572,.594,.600,2009
112,Brandon Roy,2008-09,24,POR,NBA,13.5,78,78,37.2,8.1,16.9,7.1,14.1,1.1,2.8,5.3,6.5,1.3,3.4,4.7,5.1,1.1,0.3,1.9,1.6,22.6,.480,.501,.377,.512,.824,.573,2009
154,Kobe Bryant,2008-09,30,LAL,NBA,12.7,82,82,36.1,9.8,20.9,8.3,16.8,1.4,4.1,5.9,6.9,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,.467,.496,.351,.502,.856,.561,2009
248,Dirk Nowitzki,2008-09,30,DAL,NBA,10.9,81,81,37.7,9.6,20.0,8.8,17.9,0.8,2.1,6.0,6.7,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,.479,.493,.359,.498,.890,.564,2009
272,Yao Ming,2008-09,28,HOU,NBA,10.6,77,77,33.6,7.4,13.4,7.3,13.4,0.0,0.0,4.9,5.7,2.6,7.2,9.9,1.8,0.4,1.9,3.0,3.3,19.7,.548,.548,1.000,.549,.866,.618,2009
293,Paul Pierce,2008-09,31,BOS,NBA,10.3,81,81,37.5,6.7,14.6,5.2,10.8,1.5,3.8,5.7,6.8,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7,20.5,.457,.480,.391,.508,.830,.582,2009
302,Chauncey Billups,2008-09,32,TOT,NBA,10.1,79,79,35.3,5.2,12.4,3.1,7.4,2.1,5.0,5.3,5.8,0.4,2.6,3.0,6.4,1.2,0.2,2.2,2.0,17.7,.418,.425,.408,.501,.913,.592,2009
303,Tim Duncan,2008-09,32,SAS,NBA,10.1,75,75,33.7,7.4,14.8,7.4,14.7,0.0,0.0,4.5,6.4,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3,.504,.505,.000,.504,.692,.549,2009
384,Tony Parker,2008-09,26,SAS,NBA,8.6,72,71,34.1,8.9,17.5,8.6,16.6,0.3,0.9,3.9,5.0,0.4,2.7,3.1,6.9,0.9,0.1,2.6,1.5,22.0,.506,.518,.292,.513,.782,.556,2009
417,Shaquille O'Neal,2008-09,36,PHO,NBA,7.8,75,75,30.0,6.8,11.2,6.8,11.2,0.0,0.0,4.1,6.9,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4,17.8,.609,.610,.000,.609,.595,.623,2009
461,Carmelo Anthony,2008-09,24,DEN,NBA,5.0,66,66,34.5,8.1,18.3,7.2,15.7,1.0,2.6,5.6,7.1,1.6,5.2,6.8,3.4,1.1,0.4,3.0,3.0,22.8,.443,.455,.371,.469,.793,.532,2009
11,LeBron James,2009-10,25,CLE,NBA,18.5,76,76,39.0,10.1,20.1,8.4,15.0,1.7,5.1,7.8,10.2,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,.503,.560,.333,.545,.767,.604,2010
34,Kevin Durant,2009-10,21,OKC,NBA,16.1,82,82,39.5,9.7,20.3,8.1,16.1,1.6,4.3,9.2,10.2,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,.476,.506,.365,.514,.900,.607,2010
120,Dwight Howard,2009-10,24,ORL,NBA,13.2,82,82,34.7,6.2,10.2,6.2,10.1,0.0,0.1,5.9,10.0,3.5,9.7,13.2,1.8,0.9,2.8,3.3,3.5,18.3,.612,.617,.000,.612,.592,.630,2010
135,Dwyane Wade,2009-10,28,MIA,NBA,13.0,77,77,36.3,9.3,19.6,8.4,16.5,0.9,3.2,6.9,9.1,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,.476,.509,.300,.500,.761,.562,2010
174,Dirk Nowitzki,2009-10,31,DAL,NBA,12.3,81,80,37.5,8.9,18.5,8.3,17.0,0.6,1.5,6.6,7.2,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0,.481,.487,.421,.498,.915,.578,2010
239,Pau Gasol,2009-10,29,LAL,NBA,11.0,65,65,37.0,7.0,13.0,7.0,12.9,0.0,0.1,4.4,5.6,3.7,7.6,11.3,3.4,0.6,1.7,2.2,2.3,18.3,.536,.539,.000,.536,.790,.593,2010
245,Tim Duncan,2009-10,33,SAS,NBA,10.9,78,77,31.3,7.2,13.9,7.2,13.7,0.0,0.1,3.5,4.8,2.8,7.3,10.1,3.2,0.6,1.5,1.8,1.9,17.9,.518,.522,.182,.519,.725,.560,2010
264,Amar'e Stoudemire,2009-10,27,PHO,NBA,10.7,82,82,34.6,8.6,15.4,8.6,15.3,0.0,0.1,5.9,7.7,2.8,6.1,8.9,1.0,0.6,1.0,2.6,3.4,23.1,.557,.559,.167,.557,.771,.615,2010
294,Deron Williams,2009-10,25,UTA,NBA,10.3,76,76,36.9,6.5,13.9,5.2,10.4,1.3,3.4,4.4,5.5,0.7,3.3,4.0,10.5,1.3,0.2,3.3,2.7,18.7,.469,.501,.371,.515,.801,.574,2010
317,Steve Nash,2009-10,35,PHO,NBA,9.9,81,81,32.8,6.2,12.2,4.6,8.6,1.5,3.6,2.6,2.8,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5,.507,.540,.426,.570,.938,.615,2010
341,Kobe Bryant,2009-10,31,LAL,NBA,9.4,73,73,38.8,9.8,21.5,8.5,17.4,1.4,4.1,6.0,7.4,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,.456,.487,.329,.488,.811,.545,2010
359,Brandon Roy,2009-10,25,POR,NBA,9.1,65,65,37.2,7.6,16.0,6.4,12.6,1.1,3.4,5.3,6.8,1.1,3.3,4.4,4.7,0.9,0.2,2.0,2.1,21.5,.473,.512,.330,.508,.780,.568,2010
389,Joe Johnson,2009-10,28,ATL,NBA,8.4,76,76,38.0,8.4,18.2,6.7,13.6,1.7,4.6,2.9,3.5,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,.458,.488,.369,.505,.818,.538,2010
412,Carmelo Anthony,2009-10,25,DEN,NBA,7.9,69,69,38.2,10.0,21.8,9.1,19.1,0.9,2.7,7.4,8.9,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,.458,.478,.316,.478,.830,.548,2010
424,Andrew Bogut,2009-10,25,MIL,NBA,7.5,69,69,32.3,6.9,13.2,6.9,13.2,0.0,0.0,2.2,3.4,3.0,7.1,10.2,1.8,0.6,2.5,1.9,3.2,15.9,.520,.521,.000,.520,.629,.540,2010
46,LeBron James,2010-11,26,MIA,NBA,15.6,79,79,38.8,9.6,18.8,8.4,15.3,1.2,3.5,6.4,8.4,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,.510,.552,.330,.541,.759,.594,2011
66,Pau Gasol,2010-11,30,LAL,NBA,14.7,82,82,37.0,7.2,13.7,7.2,13.6,0.0,0.0,4.3,5.2,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,.529,.530,.333,.530,.823,.589,2011
79,Dwight Howard,2010-11,25,ORL,NBA,14.4,78,78,37.6,7.9,13.4,7.9,13.3,0.0,0.1,7.0,11.7,4.0,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,.593,.597,.000,.593,.596,.616,2011
94,Chris Paul,2010-11,25,NOH,NBA,13.9,80,80,36.0,5.4,11.6,4.5,9.3,0.9,2.3,4.2,4.8,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,.463,.482,.388,.502,.878,.578,2011
128,Derrick Rose,2010-11,22,CHI,NBA,13.1,81,81,37.4,8.8,19.7,7.2,15.0,1.6,4.8,5.9,6.9,1.0,3.1,4.1,7.7,1.0,0.6,3.4,1.7,25.0,.445,.481,.332,.485,.858,.550,2011
152,Dwyane Wade,2010-11,29,MIA,NBA,12.8,76,76,37.1,9.1,18.2,8.3,15.5,0.8,2.7,6.5,8.6,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,.500,.534,.306,.523,.758,.581,2011
185,Kevin Durant,2010-11,22,OKC,NBA,12.0,78,78,38.9,9.1,19.7,7.3,14.4,1.9,5.3,7.6,8.7,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,.462,.504,.350,.509,.880,.589,2011
233,LaMarcus Aldridge,2010-11,25,POR,NBA,11.1,81,81,39.6,8.7,17.5,8.7,17.2,0.0,0.3,4.3,5.5,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8,.500,.505,.174,.501,.791,.549,2011
237,Dirk Nowitzki,2010-11,32,DAL,NBA,11.1,73,73,34.3,8.4,16.2,7.5,13.8,0.9,2.3,5.4,6.1,0.7,6.3,7.0,2.6,0.5,0.6,1.9,2.4,23.0,.517,.538,.393,.545,.892,.612,2011
282,Zach Randolph,2010-11,29,MEM,NBA,10.5,75,74,36.3,8.0,15.8,7.9,15.3,0.1,0.6,4.0,5.3,4.3,7.8,12.2,2.2,0.8,0.3,2.0,2.3,20.1,.503,.515,.186,.507,.758,.552,2011
290,Kobe Bryant,2010-11,32,LAL,NBA,10.3,82,82,33.9,9.0,20.0,7.6,15.6,1.4,4.3,5.9,7.1,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,.451,.487,.323,.487,.828,.548,2011
304,Al Horford,2010-11,24,ATL,NBA,10.1,77,77,35.1,6.7,12.0,6.6,11.9,0.0,0.1,1.9,2.4,2.4,7.0,9.3,3.5,0.8,1.0,1.5,2.5,15.3,.557,.557,.500,.558,.798,.587,2011
315,Manu Ginóbili,2010-11,33,SAS,NBA,9.9,80,79,30.3,5.5,12.7,3.6,7.2,1.9,5.5,4.5,5.1,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,17.4,.433,.497,.349,.509,.871,.581,2011
342,Russell Westbrook,2010-11,22,OKC,NBA,9.4,82,82,34.7,7.5,17.0,7.1,15.7,0.4,1.3,6.5,7.7,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,.442,.451,.330,.454,.842,.538,2011
409,Amar'e Stoudemire,2010-11,28,NYK,NBA,8.0,78,78,36.8,9.5,19.0,9.4,18.7,0.1,0.3,6.1,7.7,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,.502,.503,.435,.505,.792,.565,2011
74,LeBron James,2011-12,27,MIA,NBA,14.5,62,62,37.5,10.0,18.9,9.1,16.5,0.9,2.4,6.2,8.1,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,.531,.556,.362,.554,.771,.605,2012
157,Chris Paul,2011-12,26,LAC,NBA,12.7,60,60,36.4,7.1,14.8,5.8,11.3,1.3,3.6,4.3,5.0,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,.478,.511,.371,.522,.861,.581,2012
176,Kevin Durant,2011-12,23,OKC,NBA,12.2,66,66,38.6,9.7,19.7,7.7,14.4,2.0,5.2,6.5,7.6,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,.496,.535,.387,.547,.860,.610,2012
311,Kevin Love,2011-12,23,MIN,NBA,10.0,55,55,39.0,8.6,19.3,6.7,14.1,1.9,5.1,6.9,8.4,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8,26.0,.448,.475,.372,.497,.824,.568,2012
337,Tyson Chandler,2011-12,29,NYK,NBA,9.5,62,62,33.2,3.9,5.7,3.9,5.7,0.0,0.0,3.5,5.1,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3,.679,.683,.000,.679,.689,.708,2012
349,Blake Griffin,2011-12,22,LAC,NBA,9.2,66,66,36.2,8.5,15.5,8.5,15.2,0.0,0.2,3.7,7.1,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,.549,.556,.125,.550,.521,.557,2012
403,Andrew Bynum,2011-12,24,LAL,NBA,8.0,60,60,35.2,7.4,13.3,7.4,13.2,0.0,0.1,3.9,5.6,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,.558,.560,.200,.558,.692,.594,2012
415,Russell Westbrook,2011-12,23,OKC,NBA,7.9,66,66,35.3,8.8,19.2,7.8,16.2,0.9,3.0,5.2,6.3,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,.457,.482,.316,.481,.823,.538,2012
419,Dwight Howard,2011-12,26,ORL,NBA,7.7,54,54,38.3,7.7,13.4,7.7,13.3,0.0,0.1,5.2,10.6,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,.573,.579,.000,.573,.491,.569,2012
420,Dwyane Wade,2011-12,30,MIA,NBA,7.7,49,49,33.2,8.5,17.1,8.2,15.9,0.3,1.1,4.8,6.1,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1,.497,.513,.268,.506,.791,.559,2012
422,Dirk Nowitzki,2011-12,33,DAL,NBA,7.6,62,62,33.5,7.6,16.7,6.4,13.3,1.3,3.4,5.1,5.7,0.7,6.0,6.7,2.2,0.7,0.5,1.9,2.1,21.6,.457,.481,.368,.495,.896,.564,2012
437,Tony Parker,2011-12,29,SAS,NBA,7.1,60,60,32.1,7.1,14.8,6.9,13.8,0.2,1.0,3.8,4.7,0.4,2.5,2.9,7.7,1.0,0.1,2.6,1.3,18.3,.480,.498,.230,.488,.799,.539,2012
448,Carmelo Anthony,2011-12,27,NYK,NBA,6.2,55,55,34.1,8.0,18.6,6.8,14.9,1.2,3.7,5.4,6.7,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,.430,.454,.335,.463,.804,.525,2012
449,Kobe Bryant,2011-12,33,LAL,NBA,6.2,58,58,38.5,9.9,23.0,8.4,18.1,1.5,4.9,6.6,7.8,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,.430,.464,.303,.462,.845,.527,2012
462,Rajon Rondo,2011-12,25,BOS,NBA,4.9,53,53,36.9,4.8,10.8,4.6,10.0,0.2,0.8,2.0,3.4,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9,.448,.464,.238,.456,.597,.483,2012
6,LeBron James,2012-13,28,MIA,NBA,19.3,76,76,37.9,10.1,17.8,8.7,14.5,1.4,3.3,5.3,7.0,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,.565,.602,.406,.603,.753,.640,2013
9,Kevin Durant,2012-13,24,OKC,NBA,18.9,81,81,38.5,9.0,17.7,7.3,13.6,1.7,4.1,8.4,9.3,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,.510,.539,.416,.559,.905,.647,2013
93,Chris Paul,2012-13,27,LAC,NBA,13.9,70,70,33.4,5.9,12.2,4.8,8.9,1.1,3.3,4.1,4.6,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,16.9,.481,.538,.328,.526,.885,.594,2013
149,James Harden,2012-13,23,HOU,NBA,12.8,78,78,38.3,7.5,17.1,5.2,10.9,2.3,6.2,8.6,10.2,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,.438,.477,.368,.504,.851,.600,2013
